log2Enrich	feature	primary_diagnosis	cohort
2129	1.325	SINE	lung	Cancer
2130	-1.707	LINE	lung	Cancer
2131	1.228	CpG-Island	lung	Cancer
2132	1.573	Promoter	lung	Cancer
2133	1.176	5UTR	lung	Cancer
2134	1.648	Exon	lung	Cancer
2135	0.383	Intron	lung	Cancer
2136	1.103	TTS	lung	Cancer
2137	0.874	3UTR	lung	Cancer
2138	-1.06	Intergenic	lung	Cancer
2139	1.303	SINE	lung	Cancer
2140	-1.594	LINE	lung	Cancer
2141	0.791	CpG-Island	lung	Cancer
2142	1.256	Promoter	lung	Cancer
2143	0.846	5UTR	lung	Cancer
2144	1.515	Exon	lung	Cancer
2145	0.46	Intron	lung	Cancer
2146	0.885	TTS	lung	Cancer
2147	0.789	3UTR	lung	Cancer
2148	-0.765	Intergenic	lung	Cancer
2149	1.113	SINE	lung	Cancer
2150	-1.512	LINE	lung	Cancer
2151	1.331	CpG-Island	lung	Cancer
2152	1.619	Promoter	lung	Cancer
2153	1.169	5UTR	lung	Cancer
2154	1.554	Exon	lung	Cancer
2155	0.421	Intron	lung	Cancer
2156	1.086	TTS	lung	Cancer
2157	0.899	3UTR	lung	Cancer
2158	-0.859	Intergenic	lung	Cancer
2159	1.174	SINE	lung	Cancer
2160	-1.548	LINE	lung	Cancer
2161	0.373	CpG-Island	lung	Cancer
2162	0.992	Promoter	lung	Cancer
2163	0.782	5UTR	lung	Cancer
2164	1.695	Exon	lung	Cancer
2165	0.237	Intron	lung	Cancer
2166	1.048	TTS	lung	Cancer
2167	0.946	3UTR	lung	Cancer
2168	-1.245	Intergenic	lung	Cancer
2169	1.429	SINE	lung	Cancer
2170	-1.198	LINE	lung	Cancer
2171	2.225	CpG-Island	lung	Cancer
2172	1.869	Promoter	lung	Cancer
2173	1.456	5UTR	lung	Cancer
2174	2.199	Exon	lung	Cancer
2175	0.542	Intron	lung	Cancer
2176	1.297	TTS	lung	Cancer
2177	1.164	3UTR	lung	Cancer
2178	-0.931	Intergenic	lung	Cancer
2179	1.007	SINE	lung	Cancer
2180	-1.963	LINE	lung	Cancer
2181	1.745	CpG-Island	lung	Cancer
2182	0.872	Promoter	lung	Cancer
2183	0.853	5UTR	lung	Cancer
2184	1.667	Exon	lung	Cancer
2185	0.911	Intron	lung	Cancer
2186	0.966	TTS	lung	Cancer
2187	0.817	3UTR	lung	Cancer
2188	-0.415	Intergenic	lung	Cancer
2189	0.18	SINE	lung	Cancer
2190	-1.62	LINE	lung	Cancer
2191	1.481	CpG-Island	lung	Cancer
2192	1.292	Promoter	lung	Cancer
2193	1.063	5UTR	lung	Cancer
2194	1.748	Exon	lung	Cancer
2195	0.388	Intron	lung	Cancer
2196	1.147	TTS	lung	Cancer
2197	1.039	3UTR	lung	Cancer
2198	-1.05	Intergenic	lung	Cancer
2199	1.374	SINE	lung	Cancer
2200	-1.708	LINE	lung	Cancer
2201	1.183	CpG-Island	lung	Cancer
2202	1.522	Promoter	lung	Cancer
2203	1.231	5UTR	lung	Cancer
2204	1.786	Exon	lung	Cancer
2205	0.414	Intron	lung	Cancer
2206	1.159	TTS	lung	Cancer
2207	1.065	3UTR	lung	Cancer
2208	-1.235	Intergenic	lung	Cancer
2209	1.305	SINE	lung	Cancer
2210	-1.549	LINE	lung	Cancer
2211	0.861	CpG-Island	lung	Cancer
2212	1.273	Promoter	lung	Cancer
2213	0.91	5UTR	lung	Cancer
2214	1.658	Exon	lung	Cancer
2215	0.442	Intron	lung	Cancer
2216	1.023	TTS	lung	Cancer
2217	0.919	3UTR	lung	Cancer
2218	-1.009	Intergenic	lung	Cancer
2219	1.278	SINE	lung	Cancer
2220	-1.621	LINE	lung	Cancer
2221	1.372	CpG-Island	lung	Cancer
2222	1.384	Promoter	lung	Cancer
2223	1.075	5UTR	lung	Cancer
2224	1.671	Exon	lung	Cancer
2225	0.437	Intron	lung	Cancer
2226	1.019	TTS	lung	Cancer
2227	0.885	3UTR	lung	Cancer
2228	-0.669	Intergenic	lung	Cancer
2229	1.038	SINE	lung	Cancer
2230	-1.608	LINE	lung	Cancer
2231	1.512	CpG-Island	ovary	Cancer
2232	1.385	Promoter	ovary	Cancer
2233	1.189	5UTR	ovary	Cancer
2234	2.095	Exon	ovary	Cancer
2235	0.429	Intron	ovary	Cancer
2236	1.49	TTS	ovary	Cancer
2237	1.35	3UTR	ovary	Cancer
2238	-1.501	Intergenic	ovary	Cancer
2239	1.454	SINE	ovary	Cancer
2240	-1.996	LINE	ovary	Cancer
2241	1.002	CpG-Island	ovary	Cancer
2242	1.158	Promoter	ovary	Cancer
2243	0.978	5UTR	ovary	Cancer
2244	1.608	Exon	ovary	Cancer
2245	0.601	Intron	ovary	Cancer
2246	0.965	TTS	ovary	Cancer
2247	0.893	3UTR	ovary	Cancer
2248	-0.987	Intergenic	ovary	Cancer
2249	1.105	SINE	ovary	Cancer
2250	-1.541	LINE	ovary	Cancer
2251	1.087	CpG-Island	ovary	Cancer
2252	1.232	Promoter	ovary	Cancer
2253	0.997	5UTR	ovary	Cancer
2254	1.267	Exon	ovary	Cancer
2255	0.502	Intron	ovary	Cancer
2256	0.692	TTS	ovary	Cancer
2257	0.509	3UTR	ovary	Cancer
2258	-0.4	Intergenic	ovary	Cancer
2259	0.806	SINE	ovary	Cancer
2260	-1.352	LINE	ovary	Cancer
2261	1.255	CpG-Island	ovary	Cancer
2262	1.365	Promoter	ovary	Cancer
2263	1.123	5UTR	ovary	Cancer
2264	1.974	Exon	ovary	Cancer
2265	0.391	Intron	ovary	Cancer
2266	1.264	TTS	ovary	Cancer
2267	1.144	3UTR	ovary	Cancer
2268	-1.423	Intergenic	ovary	Cancer
2269	1.45	SINE	ovary	Cancer
2270	-1.777	LINE	ovary	Cancer
2271	1.211	CpG-Island	ovary	Cancer
2272	1.355	Promoter	ovary	Cancer
2273	1.012	5UTR	ovary	Cancer
2274	1.789	Exon	ovary	Cancer
2275	0.526	Intron	ovary	Cancer
2276	1.169	TTS	ovary	Cancer
2277	1.013	3UTR	ovary	Cancer
2278	-1.048	Intergenic	ovary	Cancer
2279	1.208	SINE	ovary	Cancer
2280	-1.846	LINE	ovary	Cancer
2281	1.129	CpG-Island	ovary	Cancer
2282	0.941	Promoter	ovary	Cancer
2283	0.865	5UTR	ovary	Cancer
2284	1.748	Exon	ovary	Cancer
2285	0.491	Intron	ovary	Cancer
2286	0.92	TTS	ovary	Cancer
2287	0.888	3UTR	ovary	Cancer
2288	-0.516	Intergenic	ovary	Cancer
2289	1.08	SINE	ovary	Cancer
2290	-1.847	LINE	ovary	Cancer
2291	1.062	CpG-Island	ovary	Cancer
2292	0.989	Promoter	ovary	Cancer
2293	0.888	5UTR	ovary	Cancer
2294	1.416	Exon	ovary	Cancer
2295	0.426	Intron	ovary	Cancer
2296	0.865	TTS	ovary	Cancer
2297	0.647	3UTR	ovary	Cancer
2298	-0.55	Intergenic	ovary	Cancer
2299	1.195	SINE	ovary	Cancer
2300	-1.872	LINE	ovary	Cancer
2301	0.934	CpG-Island	ovary	Cancer
2302	0.953	Promoter	ovary	Cancer
2303	0.911	5UTR	ovary	Cancer
2304	1.538	Exon	ovary	Cancer
2305	0.335	Intron	ovary	Cancer
2306	0.954	TTS	ovary	Cancer
2307	0.791	3UTR	ovary	Cancer
2308	-0.791	Intergenic	ovary	Cancer
2309	1.415	SINE	ovary	Cancer
2310	-1.931	LINE	ovary	Cancer
2311	1.147	CpG-Island	ovary	Cancer
2312	0.949	Promoter	ovary	Cancer
2313	0.75	5UTR	ovary	Cancer
2314	1.304	Exon	ovary	Cancer
2315	0.32	Intron	ovary	Cancer
2316	0.921	TTS	ovary	Cancer
2317	0.606	3UTR	ovary	Cancer
2318	-1.055	Intergenic	ovary	Cancer
2319	1.569	SINE	ovary	Cancer
2320	-1.919	LINE	ovary	Cancer
2321	0.877	CpG-Island	ovary	Cancer
2322	0.957	Promoter	ovary	Cancer
2323	0.831	5UTR	ovary	Cancer
2324	1.284	Exon	ovary	Cancer
2325	0.011	Intron	ovary	Cancer
2326	0.976	TTS	ovary	Cancer
2327	0.686	3UTR	ovary	Cancer
2328	-1.549	Intergenic	ovary	Cancer
2329	1.938	SINE	ovary	Cancer
2330	-2.16	LINE	ovary	Cancer
2331	0.708	CpG-Island	ovary	Cancer
2332	0.904	Promoter	ovary	Cancer
2333	0.702	5UTR	ovary	Cancer
2334	1.267	Exon	ovary	Cancer
2335	0.11	Intron	ovary	Cancer
2336	0.978	TTS	ovary	Cancer
2337	0.724	3UTR	ovary	Cancer
2338	-1.316	Intergenic	ovary	Cancer
2339	1.802	SINE	ovary	Cancer
2340	-2.048	LINE	ovary	Cancer
2341	1.476	CpG-Island	ovary	Cancer
2342	1.477	Promoter	ovary	Cancer
2343	1.028	5UTR	ovary	Cancer
2344	1.823	Exon	ovary	Cancer
2345	0.62	Intron	ovary	Cancer
2346	1.146	TTS	ovary	Cancer
2347	1.021	3UTR	ovary	Cancer
2348	-0.886	Intergenic	ovary	Cancer
2349	1.062	SINE	ovary	Cancer
2350	-1.898	LINE	ovary	Cancer
2351	0.96	CpG-Island	ovary	Cancer
2352	1.059	Promoter	ovary	Cancer
2353	0.927	5UTR	ovary	Cancer
2354	1.272	Exon	ovary	Cancer
2355	0.404	Intron	ovary	Cancer
2356	0.755	TTS	ovary	Cancer
2357	0.596	3UTR	ovary	Cancer
2358	-0.967	Intergenic	ovary	Cancer
2359	1.214	SINE	ovary	Cancer
2360	-1.145	LINE	ovary	Cancer
2361	0.652	CpG-Island	ovary	Cancer
2362	1.183	Promoter	ovary	Cancer
2363	0.75	5UTR	ovary	Cancer
2364	1.218	Exon	ovary	Cancer
2365	0.441	Intron	ovary	Cancer
2366	0.85	TTS	ovary	Cancer
2367	0.681	3UTR	ovary	Cancer
2368	-0.804	Intergenic	ovary	Cancer
2369	1.247	SINE	ovary	Cancer
2370	-1.591	LINE	ovary	Cancer
2371	1.097	CpG-Island	ovary	Cancer
2372	1.18	Promoter	ovary	Cancer
2373	0.927	5UTR	ovary	Cancer
2374	1.639	Exon	ovary	Cancer
2375	0.352	Intron	ovary	Cancer
2376	0.962	TTS	ovary	Cancer
2377	0.794	3UTR	ovary	Cancer
2378	-1.149	Intergenic	ovary	Cancer
2379	1.388	SINE	ovary	Cancer
2380	-1.543	LINE	ovary	Cancer
2381	-0.081	CpG-Island	ovary	Cancer
2382	0.995	Promoter	ovary	Cancer
2383	0.78	5UTR	ovary	Cancer
2384	1.552	Exon	ovary	Cancer
2385	0.364	Intron	ovary	Cancer
2386	0.883	TTS	ovary	Cancer
2387	0.867	3UTR	ovary	Cancer
2388	-1.014	Intergenic	ovary	Cancer
2389	1.032	SINE	ovary	Cancer
2390	-0.778	LINE	ovary	Cancer
2391	1.213	CpG-Island	ovary	Control
2392	1.284	Promoter	ovary	Control
2393	1.02	5UTR	ovary	Control
2394	1.913	Exon	ovary	Control
2395	0.64	Intron	ovary	Control
2396	1.317	TTS	ovary	Control
2397	1.204	3UTR	ovary	Control
2398	-0.932	Intergenic	ovary	Control
2399	1.015	SINE	ovary	Control
2400	-1.774	LINE	ovary	Control
2401	0.948	CpG-Island	ovary	Control
2402	1.248	Promoter	ovary	Control
2403	0.838	5UTR	ovary	Control
2404	1.753	Exon	ovary	Control
2405	0.583	Intron	ovary	Control
2406	1.153	TTS	ovary	Control
2407	1.098	3UTR	ovary	Control
2408	-0.899	Intergenic	ovary	Control
2409	1.096	SINE	ovary	Control
2410	-1.695	LINE	ovary	Control
2411	1.144	CpG-Island	ovary	Control
2412	1.272	Promoter	ovary	Control
2413	1.017	5UTR	ovary	Control
2414	1.849	Exon	ovary	Control
2415	0.603	Intron	ovary	Control
2416	1.196	TTS	ovary	Control
2417	1.153	3UTR	ovary	Control
2418	-0.996	Intergenic	ovary	Control
2419	1.129	SINE	ovary	Control
2420	-1.781	LINE	ovary	Control
2421	1.305	CpG-Island	ovary	Control
2422	1.537	Promoter	ovary	Control
2423	0.958	5UTR	ovary	Control
2424	1.851	Exon	ovary	Control
2425	0.628	Intron	ovary	Control
2426	1.255	TTS	ovary	Control
2427	1.179	3UTR	ovary	Control
2428	-0.877	Intergenic	ovary	Control
2429	1.009	SINE	ovary	Control
2430	-1.832	LINE	ovary	Control
2431	0.881	CpG-Island	ovary	Control
2432	1.236	Promoter	ovary	Control
2433	0.812	5UTR	ovary	Control
2434	1.68	Exon	ovary	Control
2435	0.614	Intron	ovary	Control
2436	1.026	TTS	ovary	Control
2437	1.038	3UTR	ovary	Control
2438	-0.904	Intergenic	ovary	Control
2439	1.07	SINE	ovary	Control
2440	-1.641	LINE	ovary	Control
2441	1.118	CpG-Island	ovary	Cancer
2442	1.205	Promoter	ovary	Cancer
2443	0.929	5UTR	ovary	Cancer
2444	1.717	Exon	ovary	Cancer
2445	0.496	Intron	ovary	Cancer
2446	1.001	TTS	ovary	Cancer
2447	0.863	3UTR	ovary	Cancer
2448	-0.581	Intergenic	ovary	Cancer
2449	1.064	SINE	ovary	Cancer
2450	-1.871	LINE	ovary	Cancer
2451	0.997	CpG-Island	ovary	Cancer
2452	1.171	Promoter	ovary	Cancer
2453	0.751	5UTR	ovary	Cancer
2454	1.56	Exon	ovary	Cancer
2455	0.358	Intron	ovary	Cancer
2456	0.807	TTS	ovary	Cancer
2457	0.649	3UTR	ovary	Cancer
2458	-0.747	Intergenic	ovary	Cancer
2459	1.188	SINE	ovary	Cancer
2460	-1.493	LINE	ovary	Cancer
2461	0.765	CpG-Island	ovary	Cancer
2462	1.275	Promoter	ovary	Cancer
2463	0.968	5UTR	ovary	Cancer
2464	1.537	Exon	ovary	Cancer
2465	0.534	Intron	ovary	Cancer
2466	0.942	TTS	ovary	Cancer
2467	0.889	3UTR	ovary	Cancer
2468	-0.773	Intergenic	ovary	Cancer
2469	0.983	SINE	ovary	Cancer
2470	-1.447	LINE	ovary	Cancer
2471	1.282	CpG-Island	ovary	Cancer
2472	1.393	Promoter	ovary	Cancer
2473	1.051	5UTR	ovary	Cancer
2474	1.714	Exon	ovary	Cancer
2475	0.501	Intron	ovary	Cancer
2476	1.089	TTS	ovary	Cancer
2477	0.933	3UTR	ovary	Cancer
2478	-0.925	Intergenic	ovary	Cancer
2479	1.228	SINE	ovary	Cancer
2480	-1.84	LINE	ovary	Cancer
2481	0.981	CpG-Island	ovary	Cancer
2482	1.381	Promoter	ovary	Cancer
2483	1.049	5UTR	ovary	Cancer
2484	1.623	Exon	ovary	Cancer
2485	0.54	Intron	ovary	Cancer
2486	0.978	TTS	ovary	Cancer
2487	0.848	3UTR	ovary	Cancer
2488	-0.687	Intergenic	ovary	Cancer
2489	0.95	SINE	ovary	Cancer
2490	-1.592	LINE	ovary	Cancer
2491	1.219	CpG-Island	ovary	Cancer
2492	1.545	Promoter	ovary	Cancer
2493	1.16	5UTR	ovary	Cancer
2494	1.744	Exon	ovary	Cancer
2495	0.484	Intron	ovary	Cancer
2496	1.092	TTS	ovary	Cancer
2497	0.962	3UTR	ovary	Cancer
2498	-0.956	Intergenic	ovary	Cancer
2499	1.178	SINE	ovary	Cancer
2500	-1.69	LINE	ovary	Cancer
2501	1.258	CpG-Island	ovary	Cancer
2502	1.489	Promoter	ovary	Cancer
2503	1.107	5UTR	ovary	Cancer
2504	1.645	Exon	ovary	Cancer
2505	0.522	Intron	ovary	Cancer
2506	1.029	TTS	ovary	Cancer
2507	0.897	3UTR	ovary	Cancer
2508	-0.747	Intergenic	ovary	Cancer
2509	1.044	SINE	ovary	Cancer
2510	-1.683	LINE	ovary	Cancer
2511	0.884	CpG-Island	ovary	Cancer
2512	0.953	Promoter	ovary	Cancer
2513	0.832	5UTR	ovary	Cancer
2514	1.581	Exon	ovary	Cancer
2515	0.494	Intron	ovary	Cancer
2516	0.83	TTS	ovary	Cancer
2517	0.733	3UTR	ovary	Cancer
2518	-0.52	Intergenic	ovary	Cancer
2519	0.966	SINE	ovary	Cancer
2520	-1.635	LINE	ovary	Cancer
2521	0.406	CpG-Island	ovary	Cancer
2522	0.793	Promoter	ovary	Cancer
2523	0.637	5UTR	ovary	Cancer
2524	1.27	Exon	ovary	Cancer
2525	0.34	Intron	ovary	Cancer
2526	0.801	TTS	ovary	Cancer
2527	0.596	3UTR	ovary	Cancer
2528	-0.544	Intergenic	ovary	Cancer
2529	1.195	SINE	ovary	Cancer
2530	-1.671	LINE	ovary	Cancer
2531	1.048	CpG-Island	ovary	Cancer
2532	1.313	Promoter	ovary	Cancer
2533	0.927	5UTR	ovary	Cancer
2534	1.808	Exon	ovary	Cancer
2535	0.552	Intron	ovary	Cancer
2536	1.174	TTS	ovary	Cancer
2537	1.041	3UTR	ovary	Cancer
2538	-0.931	Intergenic	ovary	Cancer
2539	1.155	SINE	ovary	Cancer
2540	-1.828	LINE	ovary	Cancer
2541	0.908	CpG-Island	ovary	Cancer
2542	1.237	Promoter	ovary	Cancer
2543	0.998	5UTR	ovary	Cancer
2544	1.377	Exon	ovary	Cancer
2545	0.561	Intron	ovary	Cancer
2546	0.951	TTS	ovary	Cancer
2547	0.763	3UTR	ovary	Cancer
2548	-0.469	Intergenic	ovary	Cancer
2549	0.756	SINE	ovary	Cancer
2550	-1.538	LINE	ovary	Cancer
2551	1.302	CpG-Island	ovary	Cancer
2552	1.326	Promoter	ovary	Cancer
2553	1.089	5UTR	ovary	Cancer
2554	1.914	Exon	ovary	Cancer
2555	0.56	Intron	ovary	Cancer
2556	1.107	TTS	ovary	Cancer
2557	1.009	3UTR	ovary	Cancer
2558	-0.804	Intergenic	ovary	Cancer
2559	1.011	SINE	ovary	Cancer
2560	-1.755	LINE	ovary	Cancer
2561	0.276	CpG-Island	ovary	Cancer
2562	0.578	Promoter	ovary	Cancer
2563	0.602	5UTR	ovary	Cancer
2564	1.274	Exon	ovary	Cancer
2565	0.402	Intron	ovary	Cancer
2566	0.671	TTS	ovary	Cancer
2567	0.577	3UTR	ovary	Cancer
2568	-0.566	Intergenic	ovary	Cancer
2569	1.019	SINE	ovary	Cancer
2570	-1.221	LINE	ovary	Cancer
2571	1.294	CpG-Island	ovary	Cancer
2572	1.42	Promoter	ovary	Cancer
2573	1.111	5UTR	ovary	Cancer
2574	1.795	Exon	ovary	Cancer
2575	0.608	Intron	ovary	Cancer
2576	1.026	TTS	ovary	Cancer
2577	0.974	3UTR	ovary	Cancer
2578	-0.793	Intergenic	ovary	Cancer
2579	0.972	SINE	ovary	Cancer
2580	-1.77	LINE	ovary	Cancer
2581	0.708	CpG-Island	ovary	Cancer
2582	1.05	Promoter	ovary	Cancer
2583	0.665	5UTR	ovary	Cancer
2584	1.202	Exon	ovary	Cancer
2585	0.326	Intron	ovary	Cancer
2586	0.667	TTS	ovary	Cancer
2587	0.474	3UTR	ovary	Cancer
2588	-0.478	Intergenic	ovary	Cancer
2589	0.879	SINE	ovary	Cancer
2590	-0.911	LINE	ovary	Cancer
2591	0.995	CpG-Island	ovary	Cancer
2592	1.172	Promoter	ovary	Cancer
2593	0.946	5UTR	ovary	Cancer
2594	1.563	Exon	ovary	Cancer
2595	0.564	Intron	ovary	Cancer
2596	0.905	TTS	ovary	Cancer
2597	0.846	3UTR	ovary	Cancer
2598	-0.706	Intergenic	ovary	Cancer
2599	1.105	SINE	ovary	Cancer
2600	-1.777	LINE	ovary	Cancer
2601	1.074	CpG-Island	ovary	Cancer
2602	1.479	Promoter	ovary	Cancer
2603	0.979	5UTR	ovary	Cancer
2604	1.611	Exon	ovary	Cancer
2605	0.459	Intron	ovary	Cancer
2606	1.018	TTS	ovary	Cancer
2607	0.812	3UTR	ovary	Cancer
2608	-0.724	Intergenic	ovary	Cancer
2609	1.128	SINE	ovary	Cancer
2610	-1.684	LINE	ovary	Cancer
2611	0.895	CpG-Island	ovary	Cancer
2612	1.308	Promoter	ovary	Cancer
2613	1.07	5UTR	ovary	Cancer
2614	1.632	Exon	ovary	Cancer
2615	0.434	Intron	ovary	Cancer
2616	0.986	TTS	ovary	Cancer
2617	0.843	3UTR	ovary	Cancer
2618	-0.839	Intergenic	ovary	Cancer
2619	1.245	SINE	ovary	Cancer
2620	-1.697	LINE	ovary	Cancer
2621	0.48	CpG-Island	ovary	Cancer
2622	1.065	Promoter	ovary	Cancer
2623	0.864	5UTR	ovary	Cancer
2624	1.676	Exon	ovary	Cancer
2625	0.358	Intron	ovary	Cancer
2626	0.961	TTS	ovary	Cancer
2627	0.819	3UTR	ovary	Cancer
2628	-0.639	Intergenic	ovary	Cancer
2629	1.251	SINE	ovary	Cancer
2630	-1.79	LINE	ovary	Cancer
2631	1.237	CpG-Island	ovary	Cancer
2632	1.423	Promoter	ovary	Cancer
2633	1.081	5UTR	ovary	Cancer
2634	1.803	Exon	ovary	Cancer
2635	0.558	Intron	ovary	Cancer
2636	1.189	TTS	ovary	Cancer
2637	1.029	3UTR	ovary	Cancer
2638	-1.139	Intergenic	ovary	Cancer
2639	1.279	SINE	ovary	Cancer
2640	-1.908	LINE	ovary	Cancer
2641	0.944	CpG-Island	ovary	Cancer
2642	1.341	Promoter	ovary	Cancer
2643	1.033	5UTR	ovary	Cancer
2644	1.525	Exon	ovary	Cancer
2645	0.505	Intron	ovary	Cancer
2646	0.897	TTS	ovary	Cancer
2647	0.758	3UTR	ovary	Cancer
2648	-0.781	Intergenic	ovary	Cancer
2649	1.115	SINE	ovary	Cancer
2650	-1.655	LINE	ovary	Cancer
2651	0.756	CpG-Island	ovary	Cancer
2652	1.127	Promoter	ovary	Cancer
2653	0.959	5UTR	ovary	Cancer
2654	1.444	Exon	ovary	Cancer
2655	0.498	Intron	ovary	Cancer
2656	0.97	TTS	ovary	Cancer
2657	0.833	3UTR	ovary	Cancer
2658	-0.94	Intergenic	ovary	Cancer
2659	1.172	SINE	ovary	Cancer
2660	-1.435	LINE	ovary	Cancer
2661	1.296	CpG-Island	ovary	Cancer
2662	1.222	Promoter	ovary	Cancer
2663	1.039	5UTR	ovary	Cancer
2664	1.777	Exon	ovary	Cancer
2665	0.38	Intron	ovary	Cancer
2666	1.028	TTS	ovary	Cancer
2667	0.779	3UTR	ovary	Cancer
2668	-0.386	Intergenic	ovary	Cancer
2669	0.943	SINE	ovary	Cancer
2670	-1.679	LINE	ovary	Cancer
